id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
2062,The Governess,1998,R,31 Jul 1998,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2063,Seventh Heaven,1997,UNRATED,31 Jul 1998,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2064,Roger & Me,1989,R,20 Dec 1989,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2065,The Purple Rose of Cairo,1985,PG,19 Apr 1985,"Comedy, Fantasy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2066,Out of the Past,1947,UNRATED,01 Dec 1947,"Crime, Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
2067,Doctor Zhivago,1965,PG-13,31 Dec 1965,"Drama, Romance, War",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2068,Fanny and Alexander,1982,R,17 Dec 1982,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2069,The Trip to Bountiful,1985,PG,24 Jan 1986,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2070,Tender Mercies,1983,PG,10 Jun 1983,"Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2071,And the Band Played On,1993,PG-13,11 Sep 1993,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2072,The 'burbs,1989,PG,17 Feb 1989,"Comedy, Mystery, Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2073,Fandango,1985,PG,25 Jan 1985,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2074,The Night Porter,1974,R,01 Oct 1974,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2075,Mephisto,1981,UNRATED,22 Mar 1982,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2076,Blue Velvet,1986,R,23 Oct 1986,"Drama, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
2077,The Journey of Natty Gann,1985,PG,27 Sep 1985,"Family, Adventure",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2078,The Jungle Book,1967,G,18 Oct 1967,"Animation, Adventure, Family",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2079,Kidnapped,1960,UNRATED,24 Feb 1960,"Action, Adventure, Drama",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2080,Lady and the Tramp,1955,G,22 Jun 1955,"Animation, Adventure, Comedy",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2081,The Little Mermaid,1989,G,17 Nov 1989,"Animation, Family, Fantasy",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2082,The Mighty Ducks,1992,PG,02 Oct 1992,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2083,The Muppet Christmas Carol,1992,G,11 Dec 1992,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2084,Newsies,1992,PG,10 Apr 1992,"Drama, Family, History",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2085,101 Dalmatians,1961,G,25 Jan 1961,"Animation, Adventure, Comedy",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2086,One Magic Christmas,1985,G,22 Nov 1985,"Family, Fantasy",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2087,Peter Pan,1953,G,05 Feb 1953,"Animation, Adventure, Family",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2088,Popeye,1980,PG,12 Dec 1980,"Adventure, Comedy, Family",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2089,The Rescuers Down Under,1990,G,16 Nov 1990,"Animation, Adventure, Crime",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2090,The Rescuers,1977,G,22 Jun 1977,"Animation, Adventure, Comedy",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2091,Return from Witch Mountain,1978,G,10 Mar 1978,"Family, Adventure, Sci-Fi",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2092,Aladdin: The Return of Jafar,1993,G,20 May 1994,"Animation, Adventure, Comedy",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2093,Return to Oz,1985,PG,21 Jun 1985,"Adventure, Family, Fantasy",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2094,The Rocketeer,1991,PG,21 Jun 1991,"Action, Adventure, Family",False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095,The Shaggy D.A.,1976,G,17 Dec 1976,"Comedy, Family, Fantasy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2096,Sleeping Beauty,1959,G,09 Jul 1959,"Animation, Family, Fantasy",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2097,Something Wicked This Way Comes,1983,PG,29 Apr 1983,"Fantasy, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
2098,Son of Flubber,1963,UNRATED,16 Jan 1963,"Comedy, Sci-Fi, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2099,Song of the South,1946,UNRATED,01 Dec 1946,"Animation, Comedy, Family",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2100,Splash,1984,PG,09 Mar 1984,"Comedy, Fantasy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2101,Squanto: A Warrior's Tale,1994,PG,28 Oct 1994,"Adventure, Biography, Drama",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2102,Steamboat Willie,1940,UNRATED,,"Animation, Short, Comedy",True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2103,Tall Tale,1994,PG,24 Mar 1995,"Adventure, Family, Fantasy",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2104,Tex,1982,PG,30 Jul 1982,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2105,Tron,1982,PG,09 Jul 1982,"Action, Adventure, Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2106,Swing Kids,1993,PG-13,05 Mar 1993,"Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2107,Halloween H20: 20 Years Later,1998,R,05 Aug 1998,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2108,L.A. Story,1991,PG-13,08 Feb 1991,"Comedy, Drama, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2109,The Jerk,1979,R,14 Dec 1979,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2110,Dead Men Don't Wear Plaid,1982,PG,21 May 1982,"Comedy, Crime, Mystery",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2111,The Man with Two Brains,1983,R,03 Jun 1983,"Comedy, Romance, Sci-Fi",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2112,Grand Canyon,1991,R,17 Jan 1992,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2113,Graveyard Shift,1990,R,26 Oct 1990,Horror,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2114,The Outsiders,1983,PG,25 Mar 1983,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2115,Indiana Jones and the Temple of Doom,1984,PG,23 May 1984,"Action, Adventure",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2116,The Lord of the Rings,1978,PG,15 Nov 1978,"Animation, Adventure, Fantasy",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2117,1984,1984,R,22 Mar 1985,"Drama, Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2118,The Dead Zone,1983,R,21 Oct 1983,"Horror, Sci-Fi, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2119,Maximum Overdrive,1986,R,25 Jul 1986,"Action, Comedy, Horror",False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2120,Needful Things,1993,R,27 Aug 1993,"Crime, Drama, Fantasy",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2121,Cujo,1983,R,12 Aug 1983,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2122,Children of the Corn,1984,R,09 Mar 1984,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2123,All Dogs Go to Heaven,1989,G,17 Nov 1989,"Animation, Comedy, Drama",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2124,The Addams Family,1991,PG-13,22 Nov 1991,"Comedy, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2125,Ever After: A Cinderella Story,1998,PG-13,31 Jul 1998,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2126,Snake Eyes,1998,R,07 Aug 1998,"Crime, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
2127,"First Love, Last Rites",1997,R,07 Aug 1998,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2128,Safe Men,1998,R,07 Aug 1998,"Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2129,Die Salzmänner von Tibet,1997,UNRATED,22 Jul 1998,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2130,Atlantic City,1980,R,03 Apr 1981,"Crime, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2131,Autumn Sonata,1978,PG,18 Oct 1978,"Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2132,Who's Afraid of Virginia Woolf?,1966,UNRATED,22 Jun 1966,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2133,Adventures in Babysitting,1987,PG-13,03 Jul 1987,"Adventure, Comedy, Crime",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2134,Weird Science,1985,PG-13,02 Aug 1985,"Comedy, Romance, Sci-Fi",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2135,Doctor Dolittle,1967,UNRATED,19 Dec 1967,"Adventure, Comedy, Family, Fantasy, Musical, Romance",False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2136,The Nutty Professor,1963,UNRATED,11 Jul 1963,"Comedy, Romance, Sci-Fi",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2137,Charlotte's Web,1973,G,01 Mar 1973,"Animation, Family, Musical",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2138,Watership Down,1978,PG,01 Nov 1978,"Animation, Adventure, Drama",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2139,The Secret of NIMH,1982,G,16 Jul 1982,"Animation, Adventure, Drama",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2140,The Dark Crystal,1982,PG,17 Dec 1982,"Adventure, Family, Fantasy",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2141,An American Tail,1986,G,21 Nov 1986,"Animation, Adventure, Comedy",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2142,An American Tail: Fievel Goes West,1991,G,22 Nov 1991,"Animation, Adventure, Family",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2143,Legend,1985,PG,18 Apr 1986,"Adventure, Fantasy, Romance",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2144,Sixteen Candles,1984,PG,04 May 1984,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2145,Pretty in Pink,1986,PG-13,28 Feb 1986,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2146,St. Elmo's Fire,1985,R,28 Jun 1985,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2147,The Clan of the Cave Bear,1986,R,17 Jan 1986,"Adventure, Drama, Fantasy",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2148,House,1986,R,28 Feb 1986,"Comedy, Fantasy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2149,House II: The Second Story,1987,PG-13,28 Aug 1987,"Comedy, Fantasy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2150,The Gods Must Be Crazy,1980,PG,26 Oct 1984,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2151,The Gods Must Be Crazy II,1989,PG,13 Apr 1990,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2152,Air Bud: Golden Receiver,1998,G,14 Aug 1998,"Comedy, Family, Sport",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2153,The Avengers,1998,PG-13,14 Aug 1998,"Action, Adventure, Sci-Fi, Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2154,How Stella Got Her Groove Back,1998,R,14 Aug 1998,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2155,Slums of Beverly Hills,1998,R,11 Sep 1998,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2156,The Best Man,1997,R,22 Oct 1999,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2157,The Chambermaid on the Titanic,1998,UNRATED,14 Aug 1998,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2158,Henry II: Portrait of a Serial Killer,1996,R,14 Aug 1998,"Crime, Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2159,Henry: Portrait of a Serial Killer,1990,UNRATED,07 Sep 1990,"Biography, Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
2160,Rosemary's Baby,1968,UNRATED,17 Oct 1968,"Drama, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2161,The NeverEnding Story,1984,PG,20 Jul 1984,"Adventure, Drama, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2162,The NeverEnding Story II: The Next Chapter,1990,PG,08 Feb 1991,"Adventure, Drama, Family",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2163,Attack of the Killer Tomatoes!,1980,PG,08 Oct 1978,"Adventure, Comedy, Horror",False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2164,Surf Nazis Must Die,1987,R,03 Jul 1987,"Action, Comedy, Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2165,Your Friends & Neighbors,1998,R,21 Aug 1998,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2166,Return to Paradise,1998,R,14 Aug 1998,"Drama, Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2167,Blade,1998,R,21 Aug 1998,"Action, Horror",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2168,Dance with Me,1998,PG,21 Aug 1998,"Drama, Romance, Music",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2169,Dead Man on Campus,1998,R,21 Aug 1998,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2170,Wrongfully Accused,1998,PG-13,21 Aug 1998,"Action, Comedy, Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2171,Next Stop Wonderland,1998,R,21 Aug 1998,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2172,All I Wanna Do,1998,PG-13,04 Sep 1998,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2173,The Navigator: A Medieval Odyssey,1988,PG,15 Dec 1988,"Action, Adventure, Drama",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2174,Beetlejuice,1988,PG,30 Mar 1988,"Comedy, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2175,Déjà Vu,1997,PG-13,22 Apr 1998,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2176,Rope,1948,PG,25 Sep 1948,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
2177,Family Plot,1976,PG,09 Apr 1976,"Comedy, Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2178,Frenzy,1972,R,21 Jun 1972,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2179,Topaz,1969,PG,19 Dec 1969,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2180,Torn Curtain,1966,PG,11 Aug 1966,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2181,Marnie,1964,PG,09 Nov 1964,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
2182,The Wrong Man,1956,UNRATED,26 Jan 1957,"Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2183,The Man Who Knew Too Much,1956,PG,01 Jun 1956,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2184,The Trouble with Harry,1955,PG,03 Oct 1955,"Comedy, Mystery",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2185,I Confess,1953,UNRATED,28 Feb 1953,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
2186,Strangers on a Train,1951,PG,30 Jun 1951,"Crime, Film-Noir, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
2187,Stage Fright,1950,UNRATED,15 Apr 1950,"Film-Noir, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2188,54,1998,R,28 Aug 1998,"Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2189,I Married a Strange Person!,1997,R,28 Aug 1998,"Animation, Comedy, Drama",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2190,Why Do Fools Fall in Love,1998,R,28 Aug 1998,"Biography, Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2191,A Merry War,1997,PG-13,28 Aug 1998,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2192,See the Sea,1997,UNRATED,28 Aug 1998,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2193,Willow,1988,PG,20 May 1988,"Action, Adventure, Drama",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2194,The Untouchables,1987,R,03 Jun 1987,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
2195,Dirty Work,1998,PG-13,12 Jun 1998,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2196,Knock Off,1998,R,04 Sep 1998,"Action, Comedy, Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2197,Firelight,1997,R,04 Sep 1998,"Romance, Drama",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2198,Modulations,1998,UNRATED,18 Sep 1998,"Documentary, Music",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2199,Phoenix,1998,R,04 Sep 1998,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2200,Under Capricorn,1949,UNRATED,08 Oct 1949,"Crime, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2201,The Paradine Case,1947,UNRATED,26 Aug 1949,"Crime, Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2202,Lifeboat,1944,UNRATED,28 Jan 1944,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2203,Shadow of a Doubt,1943,PG,15 Jan 1943,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2204,Saboteur,1942,PG,24 Apr 1942,"Thriller, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2205,Mr. & Mrs. Smith,1941,UNRATED,31 Jan 1941,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2206,Suspicion,1941,UNRATED,14 Nov 1941,"Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2207,Jamaica Inn,1939,UNRATED,13 Oct 1939,"Adventure, Crime",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2208,The Lady Vanishes,1938,UNRATED,01 Nov 1938,"Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2209,Young and Innocent,1937,UNRATED,,Adult,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2210,Sabotage,1936,UNRATED,11 Jan 1937,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2211,Secret Agent,1936,UNRATED,15 Jun 1936,"Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2212,The Man Who Knew Too Much,1934,UNRATED,15 Apr 1935,"Crime, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
2213,Strauss' Great Waltz,1933,UNRATED,07 Apr 1935,"Biography, Music, Romance",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2214,Number 17,1932,PG,07 Nov 1932,"Crime, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
2215,East of Shanghai,1932,UNRATED,13 Jun 1932,"Comedy, Romance, Thriller",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2216,The Skin Game,1931,G,20 Jun 1931,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
