gender,age,occupation_code,zip,last_rate
0,2,4,1123,2000-12-09 22:47:47
0,2,4,292,2000-11-14 20:05:25
0,2,4,3199,2000-11-16 07:31:40
0,4,17,815,2000-11-14 20:20:52
0,5,17,24,2000-11-14 19:12:11
1,4,6,13,2000-11-14 18:56:17
0,3,17,2007,2000-11-14 18:35:02
1,3,0,2152,2000-11-14 18:22:41
0,2,14,2505,2000-11-14 17:25:32
0,3,6,1438,2000-11-14 18:18:04
0,6,13,733,2000-11-14 16:03:20
0,4,16,2578,2000-11-14 15:33:19
0,4,7,913,2000-11-14 11:56:21
1,5,1,680,2000-11-14 05:47:22
1,1,4,2298,2000-11-14 03:59:12
0,0,10,564,2000-11-14 02:35:40
0,2,4,10,2000-11-14 02:03:52
0,3,18,2262,2000-11-14 01:28:58
0,5,13,2614,2001-05-25 18:46:27
0,2,12,1958,2000-11-13 23:21:42
0,2,12,288,2000-11-22 23:03:15
1,2,18,2307,2000-11-13 23:08:59
0,5,12,991,2000-11-13 23:22:46
0,4,0,1969,2000-11-14 00:26:11
1,2,1,584,2000-11-13 22:57:24
1,1,20,2765,2000-11-13 22:48:03
1,5,3,314,2000-11-13 22:35:39
0,6,13,1481,2000-11-13 22:21:58
0,4,7,2405,2000-11-13 21:29:30
1,4,2,1137,2000-11-13 21:20:10
0,2,12,2890,2000-11-13 20:09:15
1,4,2,762,2000-11-13 15:59:08
0,4,2,91,2001-02-09 23:02:49
0,1,4,606,2000-11-13 08:48:22
1,1,4,933,2000-11-13 08:31:09
0,5,0,1016,2000-11-13 06:46:17
0,2,15,1624,2001-07-21 20:49:14
0,6,13,839,2000-11-13 05:30:03
0,2,7,1327,2001-12-08 18:51:09
1,3,3,1636,2000-11-13 02:32:57
0,2,5,1016,2000-11-13 02:17:15
0,2,7,519,2000-11-13 02:05:31
0,2,7,2467,2000-11-17 19:22:22
1,4,14,1016,2000-11-13 01:33:24
0,6,1,733,2000-11-13 01:37:43
0,6,14,733,2000-12-25 16:20:18
0,4,12,2914,2000-11-13 01:21:01
1,4,6,3029,2000-11-13 01:12:17
1,3,9,835,2000-11-13 01:23:40
0,2,7,2752,2000-11-13 01:04:31
1,4,2,1433,2000-11-13 00:35:00
1,6,2,2480,2000-12-14 06:25:05
0,3,17,2642,2000-11-13 00:17:25
0,1,11,2663,2000-11-12 23:44:15
1,6,9,2865,2000-11-12 23:28:26
1,3,1,733,2000-11-12 23:28:44
0,3,15,1016,2000-11-12 21:47:15
0,6,0,733,2000-12-14 16:54:32
0,1,0,1969,2000-11-12 20:47:14
1,4,7,606,2000-11-12 20:23:23
1,6,13,1772,2000-11-12 20:41:00
1,5,6,733,2000-11-19 16:11:57
1,6,2,390,2001-07-23 07:00:33
0,6,13,2705,2000-11-12 23:19:39
0,6,13,1624,2000-11-12 19:31:33
0,3,7,427,2000-11-12 18:18:50
1,4,13,733,2000-11-12 18:00:47
1,3,0,1969,2000-11-12 17:48:31
0,6,13,2705,2000-11-15 05:22:16
1,3,6,1071,2000-11-12 15:43:02
0,6,13,611,2000-11-12 15:06:38
0,5,7,2540,2000-11-12 14:10:34
0,2,12,3051,2000-11-12 09:54:18
1,2,9,302,2000-11-12 05:32:09
0,2,7,302,2000-11-12 05:03:00
0,2,1,3106,2000-11-25 02:53:39
0,2,4,3124,2000-11-12 04:14:16
1,1,19,1506,2000-11-17 10:15:02
0,6,17,3035,2000-11-12 03:23:04
1,4,6,2815,2000-11-12 02:46:02
0,2,15,3092,2001-01-06 23:23:04
0,4,13,2641,2000-11-11 21:41:58
0,2,17,492,2000-11-11 11:47:48
0,4,0,2121,2000-11-11 05:13:59
1,6,14,1522,2000-11-11 05:32:28
0,3,17,2784,2000-11-18 22:11:56
0,4,16,3323,2000-11-11 04:17:34
0,5,6,45,2000-12-05 03:13:10
0,2,7,3065,2000-11-26 19:25:44
0,5,7,3291,2000-11-11 01:51:54
0,3,15,351,2000-11-10 23:29:51
1,4,1,2715,2000-11-10 23:07:43
1,2,1,3043,2000-11-10 21:39:56
1,6,1,1551,2000-11-12 00:56:05
0,2,20,908,2000-11-10 17:26:09
0,3,7,149,2000-11-22 06:03:15
1,6,13,32,2000-11-10 16:06:54
0,1,1,2580,2000-11-10 06:26:12
0,3,7,1803,2003-01-03 19:03:07
0,5,7,2701,2000-11-10 00:34:37
1,5,0,2634,2001-09-05 22:48:03
0,2,17,110,2000-12-25 22:03:52
0,2,14,1246,2000-11-09 23:27:58
0,3,16,2896,2000-11-09 23:45:52
0,4,12,1102,2000-11-09 18:17:23
0,2,17,1088,2000-11-09 16:45:15
0,2,0,2818,2000-11-16 16:20:16
0,5,7,3158,2000-11-09 05:47:38
1,6,0,3184,2000-11-09 02:12:28
0,4,7,1855,2000-11-09 01:15:30
1,4,3,2991,2000-11-08 21:48:33
0,3,1,2911,2000-11-08 21:17:03
0,2,7,496,2000-11-08 18:59:16
0,2,7,209,2000-11-08 18:59:47
0,3,7,489,2000-11-08 16:52:20
1,4,15,1453,2000-11-08 14:51:18
1,1,4,563,2000-11-08 06:50:20
0,3,12,1224,2000-11-08 06:44:25
1,3,6,2365,2000-11-08 02:58:46
0,6,1,385,2000-11-08 03:11:25
0,6,1,2504,2001-01-23 06:33:11
1,1,5,2274,2000-11-07 20:40:25
1,5,1,1433,2000-11-07 18:29:29
0,6,0,1251,2000-11-07 18:16:10
1,3,9,1653,2000-11-07 18:05:37
0,3,0,2256,2000-11-07 11:19:31
0,1,12,3024,2001-07-01 23:36:35
1,3,20,513,2000-11-08 07:08:30
1,2,6,2904,2000-11-07 06:35:56
0,3,12,2160,2000-11-07 06:15:12
0,2,0,1977,2001-02-25 02:15:27
0,1,15,2533,2000-11-07 03:44:19
0,4,17,2744,2000-11-07 02:59:06
1,3,11,2386,2000-11-07 02:52:37
0,4,7,699,2001-11-08 05:03:54
0,3,20,640,2000-11-06 20:27:48
0,2,7,1124,2000-11-06 21:10:56
0,3,7,666,2002-01-03 17:35:41
1,0,10,2883,2000-11-14 05:17:07
0,2,7,972,2000-11-06 06:19:13
0,6,17,806,2000-11-06 01:19:32
0,6,13,1246,2000-11-06 00:28:01
0,2,17,457,2000-11-05 23:18:22
0,4,16,1407,2000-11-05 20:40:41
1,3,6,954,2000-11-05 19:39:08
1,3,12,1359,2000-11-05 17:22:07
0,3,7,2783,2000-11-05 16:31:19
0,3,7,475,2000-12-02 14:33:05
0,3,18,2356,2000-11-05 08:57:58
1,3,7,1762,2000-11-05 05:59:20
0,2,6,1717,2000-11-05 05:08:13
0,2,0,3010,2000-11-04 23:21:49
0,0,10,2757,2000-11-05 09:24:58
0,2,7,793,2000-11-04 15:31:57
0,1,4,1647,2000-11-04 06:49:11
0,3,11,2083,2000-11-04 06:07:07
0,2,7,793,2000-11-04 05:35:20
1,5,17,244,2000-11-04 05:04:10
1,2,2,1722,2000-11-04 05:04:05
0,4,6,1708,2000-11-05 04:12:52
0,3,11,3242,2000-11-04 03:05:53
0,6,13,3168,2000-11-04 03:05:25
0,2,1,3389,2000-11-04 02:43:32
1,2,1,3389,2000-11-04 02:27:40
0,6,13,464,2000-11-18 00:51:22
0,2,7,3320,2000-11-04 00:49:45
1,2,0,1264,2000-11-04 00:23:03
0,3,17,1231,2000-11-03 23:46:49
1,2,4,3118,2000-11-04 00:25:50
1,1,19,1868,2000-11-08 02:50:51
0,2,7,532,2000-11-03 23:32:08
0,1,4,3021,2000-11-03 23:29:00
1,5,4,1236,2001-12-11 02:40:07
1,5,4,2001,2000-11-03 23:38:53
0,2,4,181,2000-11-03 23:38:43
0,3,0,2141,2000-11-03 22:35:39
0,4,14,2482,2000-11-03 21:06:25
0,3,7,309,2000-11-03 20:56:32
1,2,9,2299,2000-11-06 17:58:43
0,3,7,1379,2000-11-03 19:02:16
0,4,11,472,2000-11-03 18:20:48
0,2,11,2061,2000-11-03 18:28:39
0,3,12,84,2000-11-03 17:37:36
0,5,7,2182,2000-11-03 16:59:51
0,4,17,1397,2000-11-03 09:32:47
0,4,17,2690,2000-11-03 08:54:11
0,2,7,1123,2000-11-03 07:02:13
1,3,7,656,2000-11-03 06:16:11
0,2,14,2663,2000-11-03 05:36:12
0,5,14,738,2000-11-03 03:30:08
0,2,12,1488,2001-03-19 23:59:07
0,3,7,2056,2000-11-02 21:43:54
0,6,8,2824,2000-11-02 19:17:18
0,2,7,576,2000-11-02 15:46:56
0,6,0,388,2003-01-04 14:45:32
0,5,16,1400,2000-12-14 23:13:36
1,1,4,1595,2000-11-02 17:24:15
0,2,0,2825,2000-11-02 01:45:42
0,2,17,2985,2000-11-03 00:20:27
0,3,1,2452,2001-03-06 18:29:52
0,3,2,2168,2000-11-01 11:25:35
1,1,4,1565,2001-01-14 05:38:56
0,2,17,920,2000-10-31 21:49:57
1,1,4,916,2000-10-31 21:09:14
0,4,17,3024,2000-10-31 20:47:04
0,1,4,1431,2000-10-31 01:45:22
0,6,7,3148,2001-03-27 01:13:01
1,2,7,258,2000-10-30 05:34:19
0,3,20,691,2000-10-30 03:16:32
0,1,0,3221,2000-10-30 02:50:13
1,1,4,1197,2000-10-30 01:03:11
0,3,20,1195,2002-02-11 21:43:25
0,6,19,2066,2000-10-29 04:32:03
0,0,10,810,2001-05-05 01:45:16
0,2,19,271,2000-10-28 21:23:18
0,2,20,2503,2000-10-28 04:01:51
0,3,17,3351,2000-10-30 01:28:22
0,2,7,3374,2000-10-28 00:32:47
0,3,12,366,2000-10-27 22:54:46
0,4,14,2199,2000-10-27 18:25:18
0,1,20,1195,2000-10-27 17:10:30
0,5,7,2870,2000-11-02 15:17:53
0,2,4,1506,2000-10-27 08:24:17
0,2,17,208,2000-10-27 01:48:53
0,1,4,1741,2001-07-16 06:56:15
0,4,20,512,2000-10-26 23:14:33
0,3,7,3014,2000-10-31 00:16:50
0,2,0,1793,2000-10-27 20:26:10
0,2,15,765,2000-10-26 22:01:12
0,3,1,667,2000-10-26 21:40:06
0,3,20,1240,2000-10-26 18:54:39
0,2,12,2763,2000-10-26 18:47:56
0,1,1,1422,2000-10-26 17:46:03
0,2,17,2870,2000-10-26 17:28:17
0,3,17,1476,2000-10-26 11:36:02
1,2,4,322,2000-10-26 10:31:19
0,2,4,2798,2000-10-26 05:23:05
0,1,20,1698,2000-10-26 00:18:32
1,2,7,3291,2000-10-25 23:49:59
0,0,1,3223,2000-10-26 00:02:57
0,2,4,2498,2000-10-25 23:46:46
0,3,11,777,2000-10-25 23:37:53
1,0,10,2810,2000-11-14 06:26:45
0,2,15,1158,2000-10-25 22:57:12
0,4,7,1341,2000-10-25 22:59:51
1,3,3,301,2000-10-25 21:33:35
1,2,6,1913,2000-10-25 20:22:29
0,4,17,2886,2000-10-25 11:02:51
0,5,17,531,2000-10-25 05:09:00
1,2,14,2833,2000-10-25 01:02:08
0,2,2,512,2000-10-24 21:59:29
0,3,1,2344,2000-12-15 15:58:02
0,1,4,952,2000-10-24 02:36:59
1,2,12,730,2000-10-23 03:16:27
1,5,3,1888,2000-10-30 00:40:09
0,1,4,891,2000-10-21 21:04:20
1,1,4,1996,2000-10-20 05:39:54
0,2,4,1758,2001-01-27 07:31:12
0,2,1,847,2000-10-20 02:44:52
0,2,12,2033,2000-10-18 12:03:41
0,2,4,364,2001-03-10 22:25:33
0,3,19,1992,2000-10-18 05:42:12
0,1,2,556,2000-10-17 22:02:51
1,2,4,1428,2001-12-18 16:09:07
1,1,4,1595,2000-10-17 17:51:25
0,2,4,1148,2000-10-17 09:10:54
0,2,7,3099,2000-12-19 17:26:49
0,2,0,619,2000-11-15 00:43:56
0,2,2,1585,2000-10-16 15:24:47
0,2,17,1668,2000-10-16 01:58:18
0,3,12,2425,2000-10-15 18:32:48
1,1,4,2609,2000-10-15 09:50:20
1,2,4,584,2001-04-03 00:18:42
0,2,12,464,2000-10-14 23:12:08
0,5,17,1172,2000-10-14 18:43:49
0,2,12,625,2000-10-14 04:47:20
1,1,4,271,2000-11-04 01:22:07
0,2,0,3387,2000-10-12 19:41:47
1,3,17,1301,2000-10-12 00:36:45
0,1,14,2501,2000-10-25 07:07:08
0,2,17,1239,2000-10-11 05:35:10
0,1,0,3055,2000-10-11 02:58:44
1,3,14,1231,2000-10-11 01:42:49
0,2,20,2888,2000-10-11 01:24:16
0,1,2,267,2000-10-11 00:10:30
0,2,12,738,2000-10-10 19:53:58
0,1,4,1595,2000-10-10 20:06:33
0,2,7,1566,2000-10-10 04:27:34
0,3,17,1297,2000-10-10 04:09:57
0,1,4,1595,2000-10-10 03:34:57
0,5,17,2532,2000-10-10 02:51:43
1,1,4,1595,2000-10-10 00:22:57
0,2,17,1253,2002-01-14 15:53:04
1,3,4,1714,2000-10-09 22:33:29
0,1,4,1595,2000-10-09 16:35:45
0,2,4,1595,2000-10-09 07:25:48
1,1,4,711,2000-10-09 06:16:29
1,1,4,1595,2000-10-08 19:13:11
0,3,2,2296,2000-10-18 04:12:12
0,4,6,3062,2000-10-07 22:51:44
0,2,4,1675,2000-10-07 19:42:28
0,1,4,140,2000-10-07 22:28:24
0,2,4,815,2000-10-07 01:03:02
0,1,4,3335,2000-11-10 18:01:04
1,1,6,3231,2000-11-23 03:19:15
0,5,1,815,2001-11-14 15:55:43
0,1,4,727,2000-10-05 09:20:19
0,1,19,3224,2000-10-05 13:51:08
1,2,1,1141,2001-01-11 04:55:11
0,1,15,1079,2000-10-05 22:45:20
0,1,4,3255,2000-10-22 16:28:31
0,1,4,160,2000-10-03 22:27:08
1,3,3,1487,2000-10-03 04:28:17
0,2,1,2870,2002-07-10 04:42:11
0,6,6,3020,2000-11-26 20:46:25
0,1,12,2649,2000-10-02 20:44:19
0,5,12,1773,2000-10-02 19:51:23
1,4,15,3024,2000-10-02 20:16:53
1,2,7,2553,2000-10-02 10:36:19
0,1,4,3233,2000-10-02 06:03:56
0,3,1,1714,2000-10-01 02:14:16
1,1,1,3309,2000-09-30 07:00:50
1,2,7,1315,2000-10-08 04:17:27
1,2,2,1343,2000-09-30 02:13:30
1,5,3,264,2000-09-29 23:04:03
0,2,8,1113,2000-09-29 21:56:07
0,6,1,2067,2000-09-29 21:38:53
0,1,2,925,2000-09-29 20:45:29
0,0,4,354,2000-09-29 03:47:53
1,2,4,1791,2000-09-30 02:03:34
0,1,2,1603,2000-09-29 02:31:05
1,5,0,304,2000-09-29 02:31:46
0,3,12,847,2000-09-29 01:21:06
0,3,12,1195,2000-09-29 01:23:19
0,3,0,2658,2000-09-30 01:04:45
1,3,1,2266,2000-09-27 05:27:22
0,4,2,3001,2000-09-27 05:48:00
0,1,4,773,2000-09-27 04:58:37
0,1,4,773,2000-09-27 04:24:38
0,3,17,3372,2000-09-27 21:01:14
0,1,4,121,2000-09-26 23:25:09
1,3,9,1762,2000-09-26 20:42:29
1,1,4,2092,2000-09-26 07:46:59
0,2,1,3155,2000-09-26 06:34:37
0,2,0,1733,2000-09-26 04:37:17
0,3,17,736,2000-09-25 06:10:12
0,1,4,1994,2000-09-25 00:45:17
1,3,1,472,2001-07-06 17:58:41
1,2,1,2823,2001-02-04 19:59:02
1,5,0,2435,2000-09-24 05:55:43
0,2,16,2186,2000-09-24 02:57:27
1,2,4,1794,2000-09-24 01:26:11
0,4,16,2251,2001-12-30 08:32:19
0,2,2,3181,2000-10-31 02:18:00
1,2,0,746,2000-09-23 00:58:36
0,3,15,2520,2000-09-22 22:30:39
0,3,0,1134,2000-09-22 22:17:13
1,2,5,3070,2000-12-09 02:21:47
0,2,4,1487,2000-09-28 01:17:36
1,2,6,1581,2000-09-22 06:12:23
0,2,12,19,2000-09-22 00:48:37
0,2,20,2301,2000-09-21 23:03:56
0,1,17,1164,2000-09-21 21:28:53
0,2,0,300,2003-02-12 23:36:43
0,2,17,2218,2000-09-21 07:29:36
1,2,11,888,2001-01-08 01:50:14
0,2,10,1143,2003-01-19 06:47:17
0,3,17,944,2000-10-07 07:27:28
0,2,12,2768,2000-09-20 18:58:23
0,3,0,479,2000-09-20 01:17:17
0,4,1,2016,2001-11-02 00:02:18
0,1,4,1143,2000-09-25 19:54:43
1,2,7,2826,2000-09-19 04:14:54
0,2,12,2030,2000-09-19 02:12:55
0,2,2,2915,2000-09-18 20:26:48
1,2,0,2870,2000-09-18 23:22:44
0,2,7,1383,2000-09-18 07:12:11
1,2,2,3085,2000-09-18 03:15:03
0,3,7,3190,2000-09-17 07:26:22
0,1,4,1031,2000-09-16 19:54:44
1,2,4,3102,2000-09-16 01:10:23
0,2,11,2489,2000-09-16 00:18:19
0,6,13,382,2000-09-15 20:13:17
0,2,14,2871,2000-09-15 19:07:39
0,2,20,3233,2000-09-16 16:08:05
1,2,7,509,2000-09-15 03:37:41
0,2,0,723,2002-04-16 00:46:49
0,1,4,2214,2000-09-14 20:24:33
1,2,3,2791,2002-04-08 21:41:57
0,1,4,121,2002-04-17 07:03:23
1,2,4,163,2000-09-14 07:55:35
0,2,7,1487,2000-09-14 05:20:16
0,3,7,761,2001-06-02 16:12:49
0,2,17,1364,2000-09-13 23:39:08
0,2,7,2764,2000-09-14 02:27:55
0,2,1,2674,2000-09-13 18:37:25
0,1,12,1461,2000-09-13 16:23:13
0,3,7,688,2000-09-13 16:05:01
0,1,4,1549,2000-09-13 09:07:17
1,3,5,3369,2000-09-13 05:51:08
0,2,0,2451,2000-09-13 03:59:09
0,2,12,894,2000-09-13 00:27:13
1,1,14,1524,2000-10-26 22:41:58
0,3,16,324,2000-09-13 19:54:57
0,2,17,2862,2000-09-14 01:05:54
1,2,6,1547,2001-07-11 05:18:40
1,1,20,3322,2000-09-12 19:21:36
0,2,12,3329,2000-09-12 20:16:42
0,1,7,1739,2000-09-11 22:30:56
0,5,1,3231,2000-09-11 22:20:36
0,3,12,2240,2000-09-11 16:02:36
0,6,13,1672,2000-09-11 15:18:16
0,0,17,2456,2000-09-11 08:48:53
0,2,15,1129,2001-01-09 04:32:42
0,4,16,2027,2000-09-10 09:32:46
0,3,7,1210,2000-09-10 10:29:44
0,5,16,542,2000-09-17 16:42:47
1,2,17,1692,2000-09-10 01:37:52
1,6,7,33,2000-09-09 19:34:23
1,5,13,2024,2000-09-09 05:15:23
0,6,6,2418,2000-09-09 02:09:47
0,3,7,1242,2000-09-09 01:28:16
0,2,0,2080,2000-09-08 23:35:12
0,3,7,2331,2000-09-08 23:08:19
0,2,20,324,2000-09-08 23:10:04
0,1,0,1226,2000-09-08 22:00:09
0,3,12,335,2000-09-08 07:04:32
1,0,0,1659,2000-09-08 01:43:19
0,1,4,3,2000-09-07 23:59:06
0,1,15,650,2000-09-07 23:46:02
0,3,7,1101,2000-09-07 23:53:45
0,3,7,1220,2000-09-07 22:40:07
1,2,12,1323,2000-09-07 23:44:48
1,5,0,1393,2000-09-07 20:37:46
1,1,4,1656,2000-09-07 10:18:39
0,1,2,2697,2000-09-07 09:40:37
0,3,15,361,2000-09-07 08:18:55
1,2,7,1544,2000-09-07 08:16:48
1,2,4,1129,2000-09-07 06:46:34
0,3,17,92,2000-09-07 04:57:06
0,5,0,1306,2000-09-07 04:33:05
1,3,6,8,2000-09-07 02:06:57
1,2,15,1976,2000-09-07 01:25:13
0,2,15,1902,2000-09-26 00:17:23
0,2,14,2281,2000-09-07 00:42:18
0,4,6,1934,2001-04-07 22:37:47
0,2,14,3066,2003-01-01 00:26:35
1,2,1,3323,2000-09-06 08:01:02
0,2,4,322,2000-09-06 23:55:45
0,2,12,376,2000-11-25 00:46:17
1,1,20,598,2000-09-06 03:24:45
0,3,7,1587,2000-09-06 02:30:31
0,3,7,1722,2000-09-06 00:50:03
0,2,20,3066,2000-09-05 23:06:36
0,3,7,324,2000-10-15 18:15:58
0,4,3,1571,2000-09-05 16:49:43
0,2,6,414,2000-09-05 04:47:25
1,3,7,2021,2000-09-05 02:42:55
0,6,13,1940,2000-09-05 01:06:41
0,2,14,920,2001-01-18 22:00:47
0,4,6,1703,2000-09-04 22:08:20
1,2,7,2365,2000-09-04 19:05:46
0,4,14,829,2000-09-05 07:34:14
0,1,4,1395,2000-09-04 16:20:21
0,1,18,23,2000-09-04 12:05:59
0,1,14,872,2000-09-04 11:59:14
0,0,10,1214,2000-09-04 09:19:22
0,2,17,2798,2000-09-04 04:41:20
0,6,17,1082,2000-09-03 23:03:21
0,4,14,2461,2000-09-03 20:19:53
0,5,6,2379,2000-09-03 17:55:10
0,4,14,1063,2000-09-03 17:03:43
0,0,19,3212,2000-09-03 03:25:00
0,6,13,1683,2000-09-03 00:03:32
0,3,1,2198,2000-09-02 21:23:43
1,1,4,2500,2000-09-02 20:30:01
0,3,17,2938,2000-09-02 19:28:47
1,3,14,2090,2000-09-02 19:18:33
0,4,7,1519,2000-12-30 04:49:26
1,3,1,1162,2000-09-02 04:40:28
0,2,0,3148,2000-09-01 23:22:07
0,2,4,1184,2000-09-01 23:30:03
0,4,16,151,2000-09-01 20:26:37
0,2,17,1768,2000-09-01 18:55:07
1,2,5,2266,2000-09-01 08:26:46
1,1,4,2212,2000-09-01 06:46:03
0,3,0,1964,2000-09-01 06:12:07
1,3,7,107,2000-09-01 00:32:22
0,4,16,3369,2000-08-31 23:04:33
1,1,0,2529,2000-08-31 21:51:28
1,1,5,1637,2000-08-31 21:31:03
0,3,0,2103,2000-08-31 20:52:36
0,2,7,683,2000-08-31 18:18:41
0,2,1,2655,2000-09-26 08:57:00
0,2,18,575,2000-08-31 07:38:31
0,2,20,2392,2002-04-30 05:39:10
1,2,0,3080,2000-08-31 06:57:12
1,2,0,2459,2000-08-31 01:08:15
0,3,14,1527,2000-09-04 00:02:08
0,2,14,1372,2003-01-06 16:27:37
0,4,18,153,2000-08-30 15:15:10
0,6,13,1461,2000-08-30 06:09:01
0,1,16,2724,2000-08-30 05:34:38
0,2,4,245,2000-08-30 03:35:19
0,3,16,2108,2000-08-30 01:26:23
0,3,1,848,2000-08-30 01:09:04
0,2,0,3105,2000-08-29 22:23:34
1,0,10,3145,2000-08-29 20:51:01
0,6,16,2816,2000-08-29 20:01:46
1,2,9,1894,2000-08-29 19:06:35
1,2,1,3080,2000-08-29 06:39:07
0,5,6,1591,2000-08-29 02:48:25
0,2,7,1916,2000-08-29 04:18:47
0,2,12,976,2000-08-28 21:03:58
0,2,5,1143,2000-08-28 19:56:03
0,1,20,2448,2000-08-28 19:39:47
0,2,8,2198,2000-08-28 04:26:00
0,3,14,1900,2000-11-14 04:00:43
1,2,7,2479,2000-08-28 04:07:44
1,4,5,1854,2000-08-28 03:28:26
0,2,4,2330,2000-08-28 03:13:51
1,1,2,3087,2000-08-27 20:47:34
0,4,7,2935,2000-08-28 00:46:10
0,2,6,1902,2000-11-30 07:29:32
0,2,14,143,2000-08-27 06:01:47
1,2,7,764,2000-08-27 05:22:22
1,4,6,1217,2000-08-27 04:11:21
0,1,12,1511,2002-03-23 19:24:27
1,2,0,230,2001-03-30 18:40:52
1,2,0,420,2000-08-27 18:40:23
0,1,17,1807,2000-08-26 22:57:30
0,6,17,2725,2000-08-26 21:25:50
1,3,17,403,2000-08-26 18:40:40
0,2,7,1283,2000-08-26 07:25:23
0,2,12,2644,2000-08-26 07:51:32
1,1,3,407,2000-08-26 05:16:33
0,2,14,2702,2000-08-26 04:54:14
1,2,11,1791,2000-08-26 01:45:18
0,2,14,1066,2002-09-13 18:32:54
1,2,0,3310,2000-08-25 22:58:29
0,2,17,3401,2000-08-25 23:06:39
0,1,4,1328,2001-11-03 10:13:35
0,0,4,2755,2000-08-25 09:38:54
0,3,0,1490,2000-08-25 08:27:25
0,2,15,3067,2000-08-25 06:42:48
0,2,14,1876,2000-08-25 05:26:26
0,2,14,2345,2000-08-25 02:57:38
0,2,14,1992,2000-08-25 02:54:28
0,2,20,3369,2000-08-25 01:31:56
0,3,17,3292,2000-08-24 23:52:41
0,2,6,1471,2000-08-24 21:55:44
0,2,7,33,2000-08-24 15:29:37
0,1,4,2868,2000-08-24 07:23:36
0,2,0,2629,2000-08-24 06:37:52
0,5,17,954,2000-08-24 02:01:19
0,2,0,2609,2000-08-24 08:27:24
1,1,0,3073,2000-08-23 22:49:55
0,4,17,2165,2000-08-23 20:18:30
0,3,7,1774,2001-07-18 18:37:32
0,2,1,2099,2000-08-23 16:43:14
0,1,4,1698,2000-11-21 21:24:43
0,3,5,2861,2000-08-23 09:16:09
1,3,2,1124,2000-08-25 08:54:09
0,3,7,2817,2000-08-23 05:15:15
1,1,7,997,2000-08-23 04:10:29
0,1,12,997,2000-08-29 19:54:49
0,1,4,593,2000-08-22 23:08:01
1,1,4,2702,2000-08-23 19:05:24
0,1,12,2075,2000-08-22 22:30:39
0,1,0,3164,2000-08-22 06:37:53
0,3,7,1435,2000-08-22 05:42:38
1,1,4,2702,2000-08-23 00:05:43
0,2,0,2271,2000-08-22 03:28:29
0,2,0,2310,2000-08-22 01:02:58
1,2,11,2445,2002-12-21 23:32:27
0,2,2,1672,2000-08-29 02:01:23
0,3,17,1542,2000-08-21 23:20:20
0,4,18,3057,2000-08-21 22:21:07
0,0,10,3281,2000-08-21 21:44:15
0,2,3,1200,2000-08-21 19:47:04
0,2,15,2164,2000-08-21 19:26:03
1,2,4,616,2000-08-21 17:09:45
0,3,12,616,2000-08-21 15:13:25
0,4,7,1645,2000-08-21 05:34:20
1,3,7,2,2000-08-21 05:41:15
1,6,0,3364,2000-08-21 05:15:43
1,3,2,89,2000-08-21 03:39:54
0,3,16,1870,2000-08-21 02:38:14
0,2,15,1933,2000-08-21 01:07:30
0,1,4,2062,2000-08-20 21:43:47
0,4,0,1189,2000-08-20 10:22:24
0,2,14,224,2000-08-20 09:23:18
0,3,12,1410,2000-08-20 05:37:37
0,0,10,1217,2000-08-20 19:30:32
0,2,18,224,2000-08-20 00:21:22
1,6,0,191,2000-08-19 22:10:57
1,1,3,1957,2000-08-27 18:06:57
0,1,1,63,2000-08-19 18:45:36
1,3,0,2513,2000-08-19 18:45:45
1,2,9,687,2000-08-19 17:41:42
0,1,0,648,2000-08-19 17:19:15
0,3,3,2228,2000-08-19 10:59:40
1,2,9,3131,2000-08-19 01:03:23
0,2,0,659,2000-08-18 23:27:40
0,2,17,87,2000-08-18 23:57:31
0,6,1,2985,2000-08-18 22:34:54
0,2,12,1833,2000-10-05 04:57:46
1,0,10,89,2000-08-18 18:53:42
1,2,15,1582,2000-08-18 18:34:47
0,2,0,1880,2001-06-19 08:38:34
0,4,0,578,2000-08-18 15:24:35
0,3,7,2368,2000-08-18 15:32:31
0,3,11,3120,2000-08-18 05:45:52
1,3,1,922,2000-08-18 01:06:12
0,2,7,1910,2000-09-24 04:33:04
1,5,7,3336,2000-08-17 21:45:11
0,1,4,1774,2000-08-18 18:13:26
0,5,11,117,2000-08-17 21:21:14
0,3,18,3133,2000-08-17 18:40:54
0,5,1,3296,2000-10-21 15:46:04
0,2,0,2406,2000-08-17 08:37:23
0,2,6,537,2000-08-17 08:16:28
0,1,4,41,2000-08-17 08:19:49
0,3,7,658,2000-08-17 06:14:01
1,2,7,106,2000-08-17 03:54:53
1,2,11,21,2000-08-17 02:52:56
0,3,17,1281,2000-08-17 02:38:04
0,3,20,199,2000-08-17 02:30:15
0,2,7,857,2000-08-17 02:30:19
1,2,0,1544,2000-08-16 23:24:47
1,2,7,2609,2000-08-16 22:04:46
1,4,5,870,2000-08-16 21:10:36
0,1,17,3191,2000-08-16 20:43:38
0,1,4,1086,2000-08-16 19:58:19
0,3,7,118,2000-08-16 16:55:06
0,3,16,2326,2000-08-16 15:37:15
1,3,9,2704,2000-08-16 10:37:33
0,4,0,1087,2000-08-16 05:53:38
1,0,10,2484,2000-08-19 01:58:21
1,4,7,3076,2000-08-16 03:04:00
0,4,14,2963,2000-08-16 01:06:08
0,2,20,2557,2000-08-16 19:25:48
1,2,1,1660,2000-08-15 20:29:10
1,5,1,2484,2000-08-15 19:04:51
